Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H,Home/Away
12/04/2021,532,H,Sacramento,29,21,26,28,104,215.5,219,105,111,1
12/05/2021,533,V,Utah,32,28,31,18,109,6,5,-200,2,0
12/05/2021,534,H,Cleveland,29,26,27,26,108,210,213.5,175,108.5,1
12/05/2021,535,V,Washington,12,30,26,22,90,212.5,212.5,100,5.5,0
12/05/2021,536,H,Toronto,23,40,21,18,102,1.5,1,-120,103.5,1
12/05/2021,537,V,Charlotte,30,38,31,31,130,224.5,225.5,270,109.5,0
12/05/2021,538,H,Atlanta,30,31,31,35,127,7,7.5,-330,8,1
12/05/2021,539,V,NewOrleans,26,23,36,23,108,3,2.5,-145,3.5,0
12/05/2021,540,H,Houston,28,29,37,24,118,222.5,222,125,113.5,1
12/06/2021,541,V,Philadelphia,23,44,28,24,127,206.5,7.5,-300,3,0
12/06/2021,542,H,Charlotte,34,28,31,26,124,4.5,214,250,106,1
12/06/2021,543,V,OklahomaCity,28,22,22,42,114,206.5,205,135,2,0
12/06/2021,544,H,Detroit,37,26,18,22,103,4.5,3,-155,102,1
12/06/2021,545,V,Washington,18,29,31,32,110,212.5,211.5,190,1,0
12/06/2021,546,H,Indiana,28,30,30,28,116,5.5,6,-220,103,1
12/06/2021,547,V,Memphis,34,26,22,23,105,215.5,213,185,109.5,0
12/06/2021,548,H,Miami,25,24,18,23,90,4.5,5.5,-215,6,1
12/06/2021,549,V,Denver,27,22,22,26,97,214,213.5,115,103.5,0
12/06/2021,550,H,Chicago,18,28,31,32,109,5,2,-135,0.5,1
12/06/2021,551,V,Atlanta,33,28,35,25,121,219.5,221.5,110,108.5,0
12/06/2021,552,H,Minnesota,24,24,30,32,110,1.5,2,-130,4,1
12/06/2021,553,V,Cleveland,24,26,28,26,104,213.5,215,300,103.5,0
12/06/2021,554,H,Milwaukee,24,32,32,24,112,7.5,9,-360,3.5,1
12/06/2021,555,V,SanAntonio,33,15,22,34,104,218.5,215.5,250,104,0
12/06/2021,556,H,Phoenix,26,25,28,29,108,7.5,7,-300,3.5,1
12/06/2021,557,V,LAClippers,27,21,29,25,102,3.5,5,-200,4,0
12/06/2021,558,H,Portland,26,23,25,16,90,215.5,213,175,108.5,1
12/06/2021,559,V,Orlando,26,18,35,16,95,216,217.5,950,111,0
12/06/2021,560,H,GoldenState,31,34,33,28,126,13.5,16,-1800,3,1
12/07/2021,561,V,Brooklyn,21,29,25,27,102,2.5,1.5,-125,5,0
12/07/2021,562,H,Dallas,27,35,24,13,99,215.5,221,105,107.5,1
12/07/2021,563,V,NewYork,28,34,33,26,121,2.5,1.5,-125,102.5,0
12/07/2021,564,H,SanAntonio,28,28,25,28,109,212.5,211.5,105,0.5,1
12/07/2021,565,V,Boston,33,22,20,27,102,217.5,220.5,130,111.5,0
12/07/2021,566,H,LALakers,31,29,31,26,117,2.5,3,-150,0.5,1
12/08/2021,501,V,NewYork,29,28,19,26,102,213,208,180,1.5,0
12/08/2021,502,H,Indiana,36,34,26,26,122,4.5,5,-210,101,1
12/08/2021,503,V,Chicago,24,19,23,26,92,208,212.5,145,1.5,0
12/08/2021,504,H,Cleveland,29,23,30,33,115,pk,3,-165,107.5,1
12/08/2021,505,V,Washington,27,25,37,17,119,5.5,5,-200,5,0
12/08/2021,506,H,Detroit,29,31,26,20,116,209.5,210.5,175,101.5,1
12/08/2021,507,V,Philadelphia,26,25,31,28,110,6.5,6.5,-250,5,0
12/08/2021,508,H,Charlotte,26,27,28,25,106,217.5,216,210,104.5,1
12/08/2021,509,V,OklahomaCity,26,28,33,23,110,208,206,265,100.5,0
12/08/2021,510,H,Toronto,36,28,12,33,109,7,7.5,-320,1.5,1
12/08/2021,511,V,Milwaukee,26,25,26,27,104,6.5,6.5,-260,1.5,0
12/08/2021,512,H,Miami,24,20,39,30,113,216.5,217.5,220,111,1
12/08/2021,513,V,Brooklyn,23,29,21,31,104,6.5,3.5,-160,6.5,0
12/08/2021,514,H,Houston,30,37,23,24,114,225,223,140,109,1
12/08/2021,515,V,Utah,34,26,35,41,136,8.5,6.5,-280,4.5,0
12/08/2021,516,H,Minnesota,33,26,22,23,104,220.5,218,240,112,1
12/08/2021,517,V,Dallas,26,22,28,28,104,215.5,219,100,105,0
12/08/2021,518,H,Memphis,25,27,23,21,96,4.5,1,-120,0.5,1
12/08/2021,519,V,Denver,35,29,16,25,120,4,2,-130,103.5,0
12/08/2021,520,H,NewOrleans,33,24,20,28,114,216,213.5,110,0.5,1
12/08/2021,521,V,Orlando,36,31,25,38,130,220,223,250,114.5,0
12/08/2021,522,H,Sacramento,38,32,34,38,142,8,7.5,-300,3.5,1
12/08/2021,523,V,Portland,23,22,21,28,94,217.5,215.5,850,104.5,0
12/08/2021,524,H,GoldenState,26,21,29,28,104,13.5,14.5,-1500,8.5,1
12/08/2021,525,V,Boston,28,23,27,33,111,212.5,209,100,4.5,0
12/08/2021,526,H,LAClippers,24,39,24,27,114,3,pk,-120,107.5,1
12/09/2021,527,V,Utah,27,34,27,30,118,3.5,3,-140,110.5,0
12/09/2021,528,H,Philadelphia,32,22,22,20,96,217.5,216,120,1,1
12/09/2021,529,V,LALakers,29,24,25,17,95,2.5,4,-175,4.5,0
12/09/2021,530,H,Memphis,25,34,26,23,108,221,221.5,155,107.5,1
12/09/2021,531,V,Denver,29,36,25,21,111,1.5,216.5,120,1.5,0
12/09/2021,532,H,SanAntonio,37,37,26,23,123,214.5,2,-140,105,1
12/10/2021,533,V,Sacramento,36,35,28,24,123,1.5,1.5,-125,0.5,0
12/10/2021,534,H,Charlotte,37,32,29,26,124,227.5,232.5,105,114,1
12/10/2021,535,V,Dallas,26,28,26,13,93,213.5,213.5,110,0.5,0
12/10/2021,536,H,Indiana,22,34,26,24,106,2,2,-130,103.5,1
12/10/2021,537,V,Brooklyn,26,26,37,24,113,1,227.5,110,110,0
12/10/2021,538,H,Atlanta,26,29,36,14,105,224,2,-130,0.5,1
12/10/2021,539,V,NewYork,14,28,23,22,87,209,207.5,105,2,0
12/10/2021,540,H,Toronto,31,19,19,21,90,1.5,1.5,-125,100,1
12/10/2021,541,V,Cleveland,34,31,27,31,123,213.5,2,-125,104.5,0
12/10/2021,542,H,Minnesota,20,24,27,35,106,1,214,105,4,1
12/10/2021,543,V,Milwaukee,26,32,32,33,123,7.5,9.5,-420,9,0
12/10/2021,544,H,Houston,23,42,30,19,114,225,227.5,350,115,1
12/10/2021,545,V,LALakers,32,32,29,23,116,6,4,-170,105.5,0
12/10/2021,546,H,OklahomaCity,18,27,23,27,95,216,217.5,150,3,1
12/10/2021,547,V,Detroit,32,23,12,26,93,212.5,211.5,200,102.5,0
12/10/2021,548,H,NewOrleans,25,29,29,26,109,6.5,6.5,-240,5,1
12/10/2021,549,V,Boston,24,15,30,21,90,216.5,214.5,140,3.5,0
12/10/2021,550,H,Phoenix,25,32,27,27,111,5.5,3,-160,108.5,1
12/11/2021,551,V,Orlando,30,14,31,29,104,211.5,215.5,280,109.5,0
12/11/2021,552,H,LAClippers,23,26,29,28,106,11,8.5,-340,2.5,1
12/11/2021,553,V,Utah,28,22,31,42,123,5.5,7,-300,5.5,0
12/11/2021,554,H,Washington,24,27,18,29,98,219,221,250,112.5,1
12/11/2021,555,V,Houston,29,18,30,29,106,222.5,218,280,106,0
12/11/2021,556,H,Memphis,40,23,23,27,113,9.5,8,-340,0.5,1
12/11/2021,557,V,Chicago,25,27,18,22,92,211.5,1.5,-125,5,0
12/11/2021,558,H,Miami,39,26,21,32,118,1,210,105,106.5,1
12/11/2021,559,V,Sacramento,23,29,26,25,103,215,222.5,220,4,0
12/11/2021,560,H,Cleveland,36,45,20,16,117,7,6.5,-260,108.5,1
12/11/2021,561,V,GoldenState,22,27,24,20,93,3.5,3,-155,1,0
12/11/2021,562,H,Philadelphia,23,23,24,32,102,212.5,212.5,135,103.5,1
12/11/2021,563,V,Denver,28,44,31,24,127,214,218.5,-110,107,0
12/11/2021,564,H,SanAntonio,29,27,18,38,112,2,pk,-110,4.5,1
12/12/2021,565,V,Milwaukee,26,35,32,19,112,3,6,-240,110.5,0
12/12/2021,566,H,NewYork,16,32,31,18,97,215.5,216,200,0.5,1
12/12/2021,567,V,Brooklyn,31,29,26,30,116,9.5,7,-310,4,0
12/12/2021,568,H,Detroit,24,33,34,13,104,211.5,211.5,260,103,1
12/12/2021,569,V,NewOrleans,26,26,30,15,97,216.5,220.5,110,113.5,0
12/12/2021,570,H,SanAntonio,28,26,29,29,112,3,2,-130,0.5,1
12/12/2021,571,V,Dallas,28,28,24,23,103,5,4,-175,100.5,0
12/12/2021,572,H,OklahomaCity,27,19,25,13,84,209.5,206.5,155,1,1
12/12/2021,573,V,Minnesota,33,23,33,27,116,1,226,130,109.5,0
12/12/2021,574,H,Portland,26,29,29,27,111,219,3,-150,2.5,1
12/12/2021,575,V,Orlando,25,27,10,32,94,220.5,221,360,110.5,0
12/12/2021,576,H,LALakers,18,31,36,21,106,11.5,10,-430,8,1
12/13/2021,501,V,Miami,25,19,29,21,94,207,208,180,1,0
12/13/2021,502,H,Cleveland,23,32,23,27,105,4.5,5.5,-210,100.5,1
12/13/2021,503,V,GoldenState,25,22,33,22,102,3.5,4,-175,5.5,0
12/13/2021,504,H,Indiana,29,26,29,16,100,213.5,214,155,104.5,1
12/13/2021,505,V,Sacramento,22,23,24,32,101,220,222,165,4.5,0
12/13/2021,506,H,Toronto,30,40,23,31,124,5,4.5,-185,108,1
12/13/2021,507,V,Houston,28,30,30,44,132,225.5,227,400,110,0
12/13/2021,508,H,Atlanta,38,31,32,25,126,12.5,10.5,-500,3.5,1
12/13/2021,509,V,Milwaukee,30,20,24,29,103,218.5,1,-115,1,0
12/13/2021,510,H,Boston,21,30,34,32,117,2,223,-105,113,1
12/13/2021,511,V,Philadelphia,30,26,19,16,91,2,1,125,3,0
12/13/2021,512,H,Memphis,37,31,33,25,126,210.5,209,-145,102,1
12/13/2021,513,V,Charlotte,20,23,26,27,96,219.5,216.5,120,5,0
12/13/2021,514,H,Dallas,37,33,21,29,120,4,2.5,-140,105.5,1
12/13/2021,515,V,Washington,22,19,29,37,107,215.5,215.5,145,3.5,0
12/13/2021,516,H,Denver,29,30,32,22,113,3.5,4,-165,103.5,1
12/13/2021,517,V,Phoenix,21,23,25,26,95,2,3.5,-155,5.5,0
12/13/2021,518,H,LAClippers,27,29,23,32,111,213,212,135,109,1
12/14/2021,519,V,GoldenState,24,23,24,34,105,3.5,5.5,-225,4.5,0
12/14/2021,520,H,NewYork,24,24,16,32,96,211.5,211.5,195,102.5,1
12/14/2021,521,V,Toronto,32,24,44,20,129,217,216.5,145,1.5,0
12/14/2021,522,H,Brooklyn,33,33,25,29,131,8.5,4,-165,105,1
12/14/2021,525,V,Phoenix,32,17,24,29,111,2.5,1,-110,111.5,0
12/14/2021,526,H,Portland,21,22,32,27,107,218,217,-110,1.5,1
12/15/2021,527,V,Atlanta,27,37,29,18,111,8,9,-380,0.5,0
12/15/2021,528,H,Orlando,25,25,23,26,99,220.5,223.5,320,108.5,1
12/15/2021,529,V,Houston,16,22,25,26,89,216.5,217,350,1.5,0
12/15/2021,530,H,Cleveland,35,34,31,24,124,8.5,9.5,-420,105,1
12/15/2021,531,V,Miami,29,29,23,20,101,207,203,250,98.5,0
12/15/2021,532,H,Philadelphia,18,31,21,26,96,3,7.5,-300,7.5,1
12/15/2021,533,V,LALakers,33,14,26,20,107,217,4,-160,4.5,0
12/15/2021,534,H,Dallas,23,27,23,20,104,pk,212.5,140,104,1
12/15/2021,535,V,NewOrleans,24,21,30,38,113,1.5,4.5,-180,4.5,0
12/15/2021,536,H,OklahomaCity,28,23,27,32,110,210.5,212,160,108,1
12/15/2021,537,V,Indiana,33,20,34,12,99,217,3,-150,2.5,0
12/15/2021,538,H,Milwaukee,33,25,29,27,114,1,214.5,130,105,1
12/15/2021,539,V,Charlotte,46,27,37,21,131,228,224,120,109,0
12/15/2021,540,H,SanAntonio,31,26,25,33,115,3.5,2.5,-140,6,1
12/15/2021,541,V,Minnesota,40,35,33,16,124,217,223,155,107.5,0
12/15/2021,542,H,Denver,32,29,27,19,107,4.5,4,-175,6,1
12/15/2021,543,V,Washington,32,25,32,16,105,225.5,2.5,-130,1.5,0
12/15/2021,544,H,Sacramento,27,29,28,35,119,pk,226.5,110,109,1
12/15/2021,545,V,LAClippers,31,28,22,22,103,215.5,217.5,550,111,0
12/15/2021,546,H,Utah,35,30,28,31,124,8,13.5,-800,6,1
12/15/2021,547,V,Memphis,24,31,25,33,113,220.5,218,-115,110.5,0
12/15/2021,548,H,Portland,19,28,35,21,103,1.5,pk,-105,2.5,1
12/16/2021,549,V,Detroit,29,35,27,22,113,210,208,450,101,0
12/16/2021,550,H,Indiana,32,38,33,19,122,10.5,10.5,-600,4,1
12/16/2021,551,V,Philadelphia,25,23,31,26,105,213.5,3,-150,7,0
12/16/2021,552,H,Brooklyn,39,27,19,29,114,pk,216.5,130,104,1
12/16/2021,555,V,NewYork,39,18,27,32,116,4.5,5.5,-210,2,0
12/16/2021,556,H,Houston,30,21,31,21,103,216,215.5,180,104,1
12/16/2021,557,V,Washington,23,27,21,27,98,216.5,213,325,104.5,0
12/16/2021,558,H,Phoenix,31,31,27,29,118,9,8.5,-390,1,1
12/17/2021,559,V,Miami,31,35,27,22,115,3.5,9,-410,3,0
12/17/2021,560,H,Orlando,22,35,26,22,105,208.5,203,340,99,1
12/17/2021,561,V,Denver,29,43,34,27,133,222,225,140,108.5,0
12/17/2021,562,H,Atlanta,26,28,33,28,115,4.5,3.5,-160,6.5,1
12/17/2021,563,V,GoldenState,34,34,14,29,111,3.5,4,-185,105,0
12/17/2021,564,H,Boston,26,28,27,26,107,214.5,216.5,165,2,1
12/17/2021,565,V,LALakers,16,29,20,27,92,224.5,1,-120,3,0
12/17/2021,566,H,Minnesota,23,31,31,25,110,pk,222.5,100,108,1
12/17/2021,567,V,SanAntonio,36,23,41,28,128,222.5,226.5,500,110,0
12/17/2021,568,H,Utah,37,36,23,30,126,12,11.5,-700,2.5,1
12/17/2021,569,V,Charlotte,24,31,31,30,116,228,230,105,5,0
12/17/2021,570,H,Portland,41,40,22,22,125,3,1.5,-125,112.5,1
12/17/2021,571,V,Memphis,29,29,33,33,124,2,6,-270,3,0
12/17/2021,572,H,Sacramento,31,25,19,30,105,225.5,221,230,113.5,1
12/17/2021,573,V,Milwaukee,28,21,28,26,112,2.5,214.5,100,109,0
12/17/2021,574,H,NewOrleans,21,31,25,26,116,217,1.5,-120,0.5,1
12/18/2021,501,V,Houston,38,24,26,28,116,215,1,-110,106,0
12/18/2021,502,H,Detroit,30,19,26,32,107,1.5,219.5,-110,3.5,1
12/18/2021,503,V,Orlando,26,24,24,26,100,214.5,211,190,107.5,0
12/18/2021,504,H,Brooklyn,17,27,22,27,93,2,5,-220,4,1
12/18/2021,505,V,GoldenState,18,24,27,31,100,209,202.5,300,2,0
12/18/2021,506,H,Toronto,31,32,33,23,119,8.5,7.5,-360,98.5,1
12/18/2021,507,V,LAClippers,19,33,27,24,103,3,4.5,-185,4,0
12/18/2021,508,H,OklahomaCity,24,33,24,23,104,207.5,209.5,165,107.5,1
12/18/2021,509,V,NewYork,18,29,41,19,107,210.5,208.5,185,2,0
12/18/2021,510,H,Boston,32,30,24,28,114,4.5,6,-215,101.5,1
12/18/2021,511,V,Cleveland,34,28,31,26,119,214,6,-230,0.5,0
12/18/2021,512,H,Milwaukee,20,31,18,21,90,1.5,210.5,195,103,1
12/18/2021,513,V,Washington,27,29,28,25,109,219,222.5,240,108.5,0
12/18/2021,514,H,Utah,33,20,27,23,103,11.5,10.5,-280,8,1
12/19/2021,515,V,LALakers,22,37,25,26,110,213.5,217,240,106.5,0
12/19/2021,516,H,Chicago,28,33,22,32,115,4.5,7,-280,3.5,1
12/19/2021,517,V,SanAntonio,27,29,29,29,114,4.5,5,-190,4.5,0
12/19/2021,518,H,Sacramento,37,26,28,30,121,226,227,170,110,1
12/19/2021,519,V,Portland,28,23,26,28,105,220.5,221.5,165,106.5,0
12/19/2021,520,H,Memphis,32,20,28,20,100,4.5,4,-185,3,1
12/19/2021,521,V,Miami,23,25,19,23,90,6,6,-260,3.5,0
12/19/2021,522,H,Detroit,20,26,33,21,100,204,208,220,101.5,1
12/19/2021,527,V,Dallas,25,25,38,17,105,214,214,145,104.5,0
12/19/2021,528,H,Minnesota,27,29,30,25,111,3.5,3.5,-165,1,1
12/19/2021,529,V,Charlotte,15,32,33,26,106,226.5,232,330,1.5,0
12/19/2021,530,H,Phoenix,37,32,39,29,137,8.5,8.5,-400,114,1
12/20/2021,533,V,Philadelphia,28,23,24,33,108,213.5,214.5,120,104.5,0
12/20/2021,534,H,Boston,20,29,31,23,103,3,3,-140,1,1
12/20/2021,537,V,OklahomaCity,16,31,27,28,102,211.5,215.5,330,105,0
12/20/2021,538,H,Memphis,28,22,22,27,99,10,9,-400,5.5,1
12/20/2021,539,V,Houston,26,28,29,35,118,223.5,223,240,1.5,0
12/20/2021,540,H,Chicago,35,38,32,28,133,8.5,7.5,-280,107,1
12/20/2021,541,V,Charlotte,16,25,27,34,102,234,237.5,600,114,0
12/20/2021,542,H,Utah,35,19,26,32,112,11,12.5,-900,3,1
12/20/2021,543,V,Sacramento,16,30,33,19,98,223.5,221.5,650,107,0
12/20/2021,544,H,GoldenState,26,32,26,29,113,13.5,13.5,-1000,3.5,1
12/20/2021,545,V,SanAntonio,35,27,30,24,116,216.5,220,195,107,0
12/20/2021,546,H,LAClippers,27,21,17,27,92,4.5,6,-230,7,1
12/21/2021,549,V,Detroit,17,20,32,22,91,206.5,206,245,100,0
12/21/2021,550,H,NewYork,24,24,32,25,105,9.5,7.5,-290,1.5,1
12/21/2021,551,V,Indiana,21,24,24,27,96,208.5,2.5,-130,7,0
12/21/2021,552,H,Miami,33,35,30,27,125,pk,211,110,101,1
12/21/2021,553,V,Portland,21,28,29,19,97,219,219,-120,106,0
12/21/2021,554,H,NewOrleans,24,27,30,30,111,pk,pk,100,pk,1
12/21/2021,555,V,Minnesota,35,15,28,24,102,1,2,-140,4.5,0
12/21/2021,556,H,Dallas,34,27,27,26,114,212.5,213,120,104.5,1
12/21/2021,557,V,Phoenix,24,30,31,23,108,6.5,7,-300,4,0
12/21/2021,558,H,LALakers,25,27,21,17,90,218.5,223.5,250,113,1
12/22/2021,559,V,Orlando,22,25,23,34,104,211.5,208.5,250,106.5,0
12/22/2021,560,H,Atlanta,20,17,24,37,98,5.5,8,-300,7,1
12/22/2021,561,V,Cleveland,26,22,25,28,101,215.5,216.5,210,0.5,0
12/22/2021,562,H,Boston,31,32,22,26,111,8.5,6.5,-250,105,1
12/22/2021,565,V,Houston,24,26,26,30,106,224.5,224,325,109.5,0
12/22/2021,566,H,Milwaukee,25,38,34,29,126,9,8.5,-390,0.5,1
12/22/2021,567,V,Denver,18,34,14,28,94,5,6.5,-260,6,0
12/22/2021,568,H,OklahomaCity,28,32,28,20,108,215.5,213,220,104.5,1
12/22/2021,569,V,LAClippers,25,24,25,31,105,5.5,4,-175,110.5,0
12/22/2021,570,H,Sacramento,20,18,30,21,89,219.5,216.5,155,1.5,1
12/23/2021,501,V,Atlanta,32,19,28,19,98,214.5,205,500,100,0
12/23/2021,502,H,Philadelphia,18,33,24,21,96,9.5,11,-700,7.5,1
12/23/2021,503,V,Houston,28,30,36,12,106,219,223.5,230,108.5,0
12/23/2021,504,H,Indiana,36,27,28,27,118,8.5,6.5,-270,3,1
12/23/2021,505,V,NewOrleans,32,23,28,27,110,5,4.5,-190,107.5,0
12/23/2021,506,H,Orlando,17,26,35,26,104,210.5,211,170,0.5,1
12/23/2021,507,V,Detroit,29,32,26,25,112,206,207.5,525,101,0
12/23/2021,508,H,Miami,29,26,33,27,115,9.5,12,-750,9,1
12/23/2021,509,V,Washington,31,26,33,34,124,1,206.5,140,0.5,0
12/23/2021,510,H,NewYork,27,37,22,31,117,210.5,3.5,-160,100.5,1
12/23/2021,511,V,Milwaukee,15,26,34,27,102,5,3.5,-160,3.5,0
12/23/2021,512,H,Dallas,23,20,31,21,95,215.5,208.5,140,106,1
12/23/2021,513,V,Minnesota,27,33,30,26,116,224.5,225.5,775,110.5,0
12/23/2021,514,H,Utah,35,32,34,27,128,9.5,15,-1300,7,1
12/23/2021,515,V,Charlotte,27,25,25,38,115,229,231,120,3,0
12/23/2021,516,H,Denver,26,39,29,13,107,3,2,-140,112,1
12/23/2021,517,V,OklahomaCity,17,31,21,32,101,215,213.5,800,104,0
12/23/2021,518,H,Phoenix,29,16,37,31,113,14.5,15,-1400,11,1
12/23/2021,519,V,Memphis,31,22,30,21,104,217.5,217,180,111.5,0
12/23/2021,520,H,GoldenState,27,25,32,29,113,6,5.5,-210,3.5,1
12/23/2021,523,V,SanAntonio,33,33,39,33,138,224,226,105,108.5,0
12/23/2021,524,H,LALakers,24,31,37,18,110,1,1.5,-125,3.5,1
12/25/2021,585,V,Atlanta,21,30,15,21,87,218.5,206.5,180,0.5,0
12/25/2021,586,H,NewYork,30,31,20,20,101,1,5.5,-210,101,1
12/25/2021,587,V,Boston,35,27,32,19,113,234.5,221.5,270,113.5,0
12/25/2021,588,H,Milwaukee,22,25,43,27,117,7.5,7.5,-330,8.5,1
12/25/2021,589,V,GoldenState,33,25,26,32,116,228.5,215.5,200,105.5,0
12/25/2021,590,H,Phoenix,27,35,22,23,107,3.5,6,-240,2.5,1
12/25/2021,591,V,Brooklyn,38,28,36,20,122,238.5,222,115,108.5,0
12/25/2021,592,H,LALakers,23,39,20,33,115,1.5,2.5,-135,2.5,1
12/25/2021,593,V,Dallas,34,29,27,26,116,224.5,214,650,103.5,0
12/25/2021,594,H,Utah,25,40,25,30,120,5,13.5,-1000,8,1
12/26/2021,531,V,Orlando,24,15,21,23,83,207,203,400,104,0
12/26/2021,532,H,Miami,22,20,30,21,93,8.5,10.5,-500,5.5,1
12/26/2021,533,V,Philadelphia,25,38,29,25,117,2,4,-175,0.5,0
12/26/2021,534,H,Washington,31,24,17,24,96,208.5,206,155,100.5,1
12/26/2021,535,V,Toronto,34,21,23,21,99,204,208,320,101,0
12/26/2021,536,H,Cleveland,35,37,46,26,144,7.5,9,-380,pk,1
12/26/2021,537,V,Memphis,20,29,40,38,127,5,2,-140,2,0
12/26/2021,538,H,Sacramento,24,26,27,25,102,226.5,227.5,120,116,1
12/26/2021,539,V,NewOrleans,18,31,32,31,112,1,1.5,-125,1.5,0
12/26/2021,540,H,OklahomaCity,32,25,32,28,117,209.5,212.5,105,109,1
12/26/2021,541,V,Detroit,30,24,26,29,109,216,221,425,108,0
12/26/2021,542,H,SanAntonio,38,40,41,25,144,10,10,-550,1,1
12/26/2021,543,V,Indiana,27,21,31,26,105,215.5,219.5,160,2.5,0
12/26/2021,544,H,Chicago,33,30,24,26,113,8,4,-180,107,1
12/26/2021,545,V,Denver,32,32,15,24,103,214.5,3.5,-160,103.5,0
12/26/2021,546,H,LAClippers,30,25,28,17,100,3.5,212,140,0.5,1
12/27/2021,547,V,Houston,29,21,20,29,99,236,233,270,112.5,0
12/27/2021,548,H,Charlotte,33,31,32,27,123,7,8,-330,0.5,1
12/27/2021,549,V,Chicago,31,38,29,32,130,6.5,3,-160,0.5,0
12/27/2021,550,H,Atlanta,36,27,24,31,118,208.5,219,140,113.5,1
12/27/2021,551,V,Boston,29,27,23,24,103,8.5,5,-215,110,0
12/27/2021,552,H,Minnesota,23,22,29,34,108,218.5,214,185,1,1
12/27/2021,553,V,Utah,34,19,29,28,110,7,7,-280,1,0
12/27/2021,554,H,SanAntonio,27,16,27,34,104,228.5,230,240,118,1
12/27/2021,555,V,Memphis,25,35,29,25,114,218,222.5,265,114,0
12/27/2021,556,H,Phoenix,24,24,27,38,113,8,7.5,-320,8,1
12/27/2021,557,V,Dallas,34,38,34,26,132,1.5,214.5,130,104.5,0
12/27/2021,558,H,Portland,29,24,31,33,117,213.5,3,-150,6.5,1
12/27/2021,559,V,Brooklyn,38,33,30,23,124,4.5,4,-170,104.5,0
12/27/2021,560,H,LAClippers,33,22,26,27,108,216.5,215,150,3,1
12/28/2021,561,V,Milwaukee,32,40,25,30,127,12.5,15,-1400,2.5,0
12/28/2021,562,H,Orlando,24,21,37,28,110,216,216,800,112.5,1
12/28/2021,563,V,Philadelphia,27,28,30,29,114,6.5,6,-250,1.5,0
12/28/2021,564,H,Toronto,24,24,33,28,109,211.5,215,210,104.5,1
12/28/2021,565,V,Washington,24,27,22,39,112,211.5,203,265,99,0
12/28/2021,566,H,Miami,38,27,26,28,119,6,8,-320,0.5,1
12/28/2021,567,V,NewYork,29,15,28,24,96,4.5,5,-190,2.5,0
12/28/2021,568,H,Minnesota,22,19,21,26,88,213.5,211.5,170,101.5,1
12/28/2021,569,V,LALakers,34,33,30,35,132,4.5,6,-220,1.5,0
12/28/2021,570,H,Houston,35,24,33,31,123,228.5,227,190,110.5,1
12/28/2021,571,V,Cleveland,39,19,25,21,104,5.5,4.5,-185,102,0
12/28/2021,572,H,NewOrleans,20,28,28,32,108,213,209.5,165,pk,1
12/28/2021,573,V,Denver,31,29,14,15,89,215.5,217,290,105.5,0
12/28/2021,574,H,GoldenState,16,20,25,25,86,7.5,8,-350,10,1
12/28/2021,575,V,OklahomaCity,34,23,24,30,111,218.5,225,190,108,0
12/28/2021,576,H,Sacramento,32,29,26,30,117,5.5,5.5,-220,2.5,1
12/29/2021,501,V,NewYork,23,25,16,30,94,6.5,8.5,-340,3,0
12/29/2021,502,H,Detroit,20,21,30,14,85,206.5,214.5,280,102,1
12/29/2021,503,V,Charlotte,34,37,19,26,116,227.5,225.5,145,110,0
12/29/2021,504,H,Indiana,27,30,25,26,108,2.5,4,-165,5.5,1
12/29/2021,505,V,LAClippers,26,21,22,22,91,211.5,210,200,106.5,0
12/29/2021,506,H,Boston,21,19,23,19,82,5.5,6,-240,5.5,1
12/29/2021,507,V,LALakers,30,24,29,16,99,225.5,224.5,210,109,0
12/29/2021,508,H,Memphis,23,25,30,26,104,4.5,6,-250,5,1
12/29/2021,509,V,Atlanta,36,17,34,30,117,220.5,227.5,270,1,0
12/29/2021,510,H,Chicago,38,36,30,27,131,8.5,7.5,-330,111.5,1
12/29/2021,513,V,OklahomaCity,23,29,29,16,97,217,218.5,950,106,0
12/29/2021,514,H,Phoenix,33,27,25,30,115,15,16,-1800,7.5,1
12/29/2021,515,V,Utah,36,33,27,24,120,6,8,-320,2,0
12/29/2021,516,H,Portland,27,32,23,23,105,230,228.5,265,116.5,1
12/29/2021,517,V,Dallas,30,13,26,25,94,1.5,221,-115,3.5,0
12/29/2021,518,H,Sacramento,20,35,17,23,95,219.5,pk,-105,106.5,1
12/30/2021,519,V,Philadelphia,39,16,29,26,110,217,221,175,107.5,0
12/30/2021,520,H,Brooklyn,31,23,28,20,102,3,5,-200,4,1
12/30/2021,521,V,Cleveland,30,21,21,21,93,211,209,145,0.5,0
12/30/2021,522,H,Washington,31,27,33,19,110,4.5,4,-165,101.5,1
12/30/2021,523,V,Milwaukee,32,31,33,40,136,12.5,14,-1100,4,0
12/30/2021,524,H,Orlando,24,27,34,33,118,216,218,700,111.5,1
12/31/2021,527,V,Phoenix,20,21,36,31,108,4,3,-150,8,0
12/31/2021,528,H,Boston,32,35,33,23,123,214.5,217,130,111,1
12/31/2021,529,V,Chicago,25,29,28,26,108,4,3,-135,0.5,0
12/31/2021,530,H,Indiana,23,27,29,27,106,219,220,115,112.5,1
12/31/2021,531,V,Dallas,34,28,32,18,112,217.5,1,-115,105,0
12/31/2021,532,H,Sacramento,39,17,20,20,96,pk,216,-105,1,1
12/31/2021,533,V,Miami,41,33,26,20,120,4.5,5,-190,107,0
